#chr	start	end	name	WT_DNAse_ZT02	WT_DNAse_ZT06	WT_DNAse_ZT10	WT_DNAse_ZT14	WT_DNAse_ZT18	WT_DNAse_ZT22	WT_DNAse_ZT26	WT_DNAse_ZTALL	WT_H3K27ac_ZT02	WT_H3K27ac_ZT06	WT_H3K27ac_ZT10	WT_H3K27ac_ZT14	WT_H3K27ac_ZT18	WT_H3K27ac_ZT22	WT_H3K27ac_ZT26	WT_H3K4me3_ZT02	WT_H3K4me3_ZT06	WT_H3K4me3_ZT10	WT_H3K4me3_ZT14	WT_H3K4me3_ZT18	WT_H3K4me3_ZT22	WT_H3K4me3_ZT26	WT_Pol2_ZT02	WT_Pol2_ZT06	WT_Pol2_ZT10	WT_Pol2_ZT14	WT_Pol2_ZT18	WT_Pol2_ZT22	WT_Pol2_ZT26
chr7	51971618	51971717		0.06	0.32	0.34	0.38	0.21	0.48	0.06	0.25	92.45	11.93	15.08	4.83	21.11	13.98	21.85	232.76	0	0	36.34	0	38.64	0	56.29	60.42	66.4	72.75	34.9	27.15	60.21
chr7	51971718	51971817		0.3	0	0	0.12	0	0.66	0.18	0.05	35.48	4.11	31.32	4.62	0	5.95	36.35	98.42	43.89	0	0	0	2.8	0	8.57	22.99	19.21	35.52	6.78	17.08	8.45
chr7	51971818	51971917		0.24	0	0	0.12	0.21	0.12	0.19	0.08	1.32	7.16	15.65	11.55	0	16.47	15.74	2.55	13.09	0	0	0	0	0	0	10.28	0.84	16.44	3.1	0.9	0
chr7	51971918	51972017		0	0.08	0.05	0.03	0.07	0	0	0.05	10.68	9.75	3.64	6.93	7.92	13.97	12.8	0	0	0	0	0	0	0	3.36	3.48	0	3.84	3.1	10.59	1.2
chr7	51972018	51972117		0.24	0	0.3	0.18	0.21	0	0.24	0.16	5.45	3.39	22.48	22.25	9.12	29.19	14.84	0	0	0	0	43.05	0	0	20.72	15.21	0.07	5.1	27.36	36.07	28.7
chr7	51972118	51972217		0.36	0.16	0	0.06	0	0	0.06	0.06	20.85	21.45	39.73	15.77	18.08	20.24	6.96	0	20.02	0	0	52.89	31.36	0	42.24	19.24	33.46	23.88	21.05	60.04	27.56
chr7	51972218	51972317		0.59	0.12	0	0.5	0.07	0	0.18	0.15	24.44	52.77	16.76	17.22	10.64	22.97	13.52	0	36.96	24.96	36.34	0	10.08	0	37.95	5.66	28.08	20.46	25.44	20.49	23.54
chr7	51972318	51972417		0.3	0.32	0	0.06	0.14	0	0.31	0.16	66.32	38.79	7.92	15.4	26.24	5.74	9.53	0	0	46.72	0	32.39	0	0	24.71	7.31	30.33	11.7	11.14	12.56	3.47
chr7	51972418	51972517		0.24	0.24	0	0.25	0.07	0	0.06	0.12	22.14	5.67	11.68	13.58	21.44	12.56	14.4	0	0	49.92	0	29.52	0	0	35.36	24.57	18.37	32.67	12.22	27.3	28.3
chr7	51972518	51972617		0.24	0.04	0	0.31	0.63	0.12	0.44	0.22	9.72	43.47	43.71	29.22	27.92	20.88	25.85	0	0	23.68	0	2.46	0	0	26.89	77.4	64.88	49.04	47.1	45.32	65.84
chr7	51972618	51972717		0.64	0.2	0.39	0.81	0.14	0	0.18	0.31	8.55	26.86	60.42	28.21	42.02	30.42	35.1	0	11.55	56.32	73.44	0	0	0	35.36	87.0	110.65	85.59	63.8	20.77	30.38
chr7	51972718	51972817		0.77	0.16	0.2	0.31	0.21	0	0.06	0.17	64.56	1.96	34.69	39.48	28.92	27.05	15.06	0	45.43	83.61	0	12.3	0	0	40.08	34.61	44.66	37.01	49.23	45.27	19.89
chr7	51972818	51972917		0.47	0.12	0.05	0	0.28	0	0	0.08	6.42	11.58	20.85	11.9	10.8	31.93	31.77	0	0	44.16	0	19.68	0	0	20.33	21.53	66.71	27.83	60.39	43.43	8.57
chr7	51972918	51973017		0.3	0.48	0.34	0.31	0.35	0.24	0.3	0.34	16.74	22.41	12.34	15.68	18.56	41.19	19.57	46.75	12.32	44.16	7.36	47.97	42.0	0	41.38	65.03	69.76	73.71	66.81	103.23	27.64
chr7	51973018	51973117		0.24	0.2	0.25	0.19	0.14	0.18	0.06	0.16	44.07	34.47	17.02	30.4	54.73	76.5	23.75	62.05	55.44	6.4	47.42	15.99	99.32	30.74	41.9	58.64	40.38	81.81	44.54	98.46	37.48
chr7	51973118	51973217		0.95	0.2	0.2	0.45	0.35	0.18	0.31	0.26	43.61	32.53	28.81	29.86	73.79	73.27	31.6	80.74	46.2	0	17.02	22.14	68.91	55.68	65.99	46.17	65.7	55.05	48.96	51.83	36.94
chr7	51973218	51973317		1.31	0.76	0.59	0.19	0.56	0.18	0.75	0.56	54.87	28.88	22.28	31.83	88.35	64.62	37.22	42.5	0	33.28	0	31.98	0	43.5	58.23	106.59	54.33	52.77	64.05	58.69	36.39
chr7	51973318	51973417		0.3	0.28	0.19	0.06	0.21	0.24	0.44	0.22	59.31	15.07	28.63	13.65	26.72	73.27	27.62	20.4	45.43	43.52	0	99.63	40.88	0	33.36	73.48	39.66	42.25	47.84	49.01	39.89
chr7	51973418	51973517		0.48	0.12	0.49	0.32	0.28	0.12	0.63	0.33	57.83	30.52	22.29	17.09	20.4	47.91	24.03	0	11.55	17.92	0	50.84	0.56	0	18.3	79.27	15.87	41.89	96.0	18.55	49.8
chr7	51973518	51973617		0.18	0.44	0.44	0.44	0.49	0.3	0.24	0.4	6.78	30.07	29.9	41.42	31.14	33.89	59.62	98.14	0	0	17.94	45.1	0	0	18.91	49.47	50.47	59.63	39.77	39.48	79.85
chr7	51973618	51973717		0.76	0.04	0.58	1.26	0.84	0	0.24	0.5	74.26	42.72	32.45	35.36	34.84	20.52	65.41	27.16	48.51	0	73.27	6.97	0	0	25.57	92.55	64.73	30.18	65.59	55.49	85.85
chr7	51973718	51973817		0.36	0.32	0.74	0.3	0.35	0.18	0.37	0.4	39.4	13.6	49.05	49.22	18.48	30.66	81.77	0	60.14	0	74.15	20.91	20.72	0	67.66	83.04	66.72	32.75	80.78	55.47	108.3
chr7	51973818	51973917		0.06	0.16	0.2	0.25	0	0	0.19	0.15	26.27	16.0	38.02	9.71	75.45	48.04	42.76	0	62.52	0	51.41	57.4	59.43	0	74.97	69.44	91.84	30.93	59.68	53.82	66.15
chr7	51973918	51974017		0.83	0.16	0.67	0.49	0.42	0.12	0.8	0.45	83.86	15.68	54.33	34.15	44.65	36.25	25.92	0	41.58	0	30.69	46.74	9.52	0	73.51	69.72	67.14	64.59	49.1	44.48	81.32
chr7	51974018	51974117		0.36	0.2	0.1	0.12	0.28	0.48	0.32	0.18	46.0	44.97	64.83	31.98	40.51	33.94	14.48	0	73.29	22.4	41.85	105.37	34.72	0	69.33	95.07	49.46	95.37	97.23	32.86	36.0
chr7	51974118	51974217		0.36	0.32	0.34	0.25	0.49	0.72	0.31	0.32	27.64	8.19	32.42	23.41	33.2	48.45	29.73	0	0	24.96	39.1	25.42	1.68	43.5	34.53	55.82	18.32	31.8	51.42	21.21	28.08
chr7	51974218	51974317		0.53	0.6	0.1	0.63	0.28	0.9	0.26	0.36	35.37	8.39	19.45	44.46	38.92	32.26	29.22	48.45	36.96	41.6	74.25	30.34	39.76	0	42.44	76.82	23.19	49.3	45.39	57.02	61.57
chr7	51974318	51974417		0.36	0.24	0.24	0.69	0.21	0.42	0.36	0.31	43.6	3.08	22.28	52.44	29.58	28.97	18.95	14.45	20.02	5.76	31.74	59.86	0	0	50.18	46.32	33.24	76.05	55.81	67.11	53.83
chr7	51974418	51974517		0.12	0.4	0.19	0.18	0.21	0.54	0.06	0.22	20.07	0	32.93	49.36	5.68	25.54	24.18	0	0	0	0	6.15	0	22.62	34.47	29.43	35.37	60.05	26.91	95.77	64.46
chr7	51974518	51974617		0.48	0.16	1.05	0.56	0.35	0.18	0.06	0.42	9.0	25.83	37.27	18.13	7.36	15.36	22.7	63.75	0	0	0	11.89	0	20.3	21.88	63.47	11.07	38.03	11.83	17.44	10.96
chr7	51974618	51974717		1.01	0.16	0.25	0	0.49	1.08	0.44	0.23	6.0	21.97	36.69	15.71	23.44	18.5	22.63	0	52.36	0	0	42.64	7.84	0	53.33	56.65	29.5	55.69	22.66	45.08	42.26
chr7	51974718	51974817		1.13	0.28	0.39	0.57	0.84	0.36	0.3	0.41	13.82	8.67	71.33	40.19	60.66	21.88	37.35	63.75	4.62	0	0	52.48	33.6	56.26	65.83	47.66	130.95	70.59	47.22	69.6	66.39
chr7	51974818	51974917		1.13	0	0.44	0.5	0.42	0.12	1.07	0.41	45.55	62.51	49.21	64.47	46.76	10.07	34.39	0	0	0	61.05	85.28	19.04	30.16	41.61	46.01	133.58	51.15	30.79	89.91	73.81
chr7	51974918	51975017		1.18	0.48	0.24	0.51	0.28	0.12	0.25	0.34	16.64	36.32	53.61	23.61	26.08	11.9	18.8	0	0	48.0	11.5	0.41	22.4	0	12.07	61.25	49.46	63.79	26.4	20.07	41.23
chr7	51975018	51975117		1.06	1.0	0.19	0.19	0.21	0.18	0.25	0.4	9.06	32.15	13.55	22.79	24.48	35.5	14.49	0	0	0	34.24	31.98	79.55	0	21.03	30.67	24.3	72.01	30.83	18.46	31.59
chr7	51975118	51975217		0.18	0.6	0.28	0.44	0.21	0	0.06	0.33	61.02	4.68	28.05	7.63	14.96	6.58	17.27	0	30.03	0	44.86	0	45.51	7.54	10.92	5.46	23.79	34.64	32.3	15.46	7.55
chr7	51975218	51975317		0.06	0.36	0.1	0	0.21	0.24	0.06	0.15	48.52	31.32	23.95	17.41	11.6	17.03	2.48	0	137.81	0	28.98	0	15.12	35.38	27.64	3.72	47.69	9.0	3.22	15.58	14.46
chr7	51975318	51975417		0.36	0.08	0.05	0.06	0.21	0.3	0.18	0.1	47.3	0	18.47	36.55	30.93	14.09	25.28	0	4.62	0	36.65	11.48	26.32	0	27.85	17.42	23.53	6.12	35.12	20.82	18.72
chr7	51975418	51975517		0.06	0.32	0.1	0.06	0.49	0.54	0.25	0.22	58.45	1.52	19.66	50.13	27.52	24.08	20.51	22.1	0	0	53.2	20.5	39.76	0	23.69	16.7	20.11	25.26	47.07	35.95	35.4
chr7	51975518	51975617		0.53	0.36	0	0.06	0.35	0	0.25	0.19	12.06	7.19	57.52	33.32	56.4	35.96	30.87	40.8	0	41.7	18.4	0	1.68	0	16.11	11.52	18.94	30.96	21.89	40.97	34.77
chr7	51975618	51975717		0.12	0.28	0.29	0.13	0.35	0	0.31	0.25	10.8	1.35	31.48	26.08	17.76	8.06	37.78	0	0	53.31	0	0	42.0	2.9	31.06	23.03	0.8	26.47	34.38	24.15	14.48
chr7	51975718	51975817		0.18	0.27	0.25	0.13	0.31	0.66	0.12	0.21	7.38	9.99	42.09	13.83	11.07	16.92	20.34	0	0	0	0	14.6	0	18.56	23.96	27.85	15.44	21.53	15.23	15.41	28.71
chr7	51975818	51975917		0.18	0.21	0.08	0.07	0.12	0.57	0.06	0.12	25.65	1.46	20.49	8.71	3.28	7.09	4.86	0	17.94	0	0	25.18	0	0	22.39	13.33	11.76	17.51	19.6	23.4	18.85
chr7	51975918	51976017		0	0	0.05	0.13	0	0.12	0.12	0.05	23.35	0	3.12	0.21	1.44	0.76	3.8	0	10.92	48.0	0.46	0	0	0	5.44	6.12	0.28	12.27	3.17	12.16	6.66
chr7	51976018	51976117		0.48	0.12	0.34	0.25	0.07	0	0.06	0.16	46.68	56.4	0	5.45	1.12	8.4	22.16	0	0	0	47.89	0	4.48	0	0.84	29.76	6.72	25.86	4.97	8.91	19.58
chr7	51976118	51976217		0.53	0.24	0.05	0.06	0.35	0.06	0.06	0.14	51.02	57.73	7.29	39.61	17.36	24.41	47.85	33.15	57.75	46.08	23.46	0	36.96	0	25.78	43.53	23.57	57.09	17.26	40.21	34.92
chr7	51976218	51976317		0.54	0.16	0.49	0.12	0.28	0.24	0.18	0.23	16.55	9.72	10.93	25.71	14.56	23.77	33.14	29.75	0	49.28	39.56	0	0	0	57.07	87.3	70.88	45.28	26.92	34.93	20.49
chr7	51976318	51976417		0.18	0.16	0.48	0	0.14	0.24	0.19	0.19	22.0	7.15	24.1	46.27	18.48	15.62	30.69	0	0	18.56	32.66	0	0	0	30.65	29.56	58.71	58.2	29.01	75.93	21.93
chr7	51976418	51976517		1.12	0.32	0.1	0.25	0.42	0.36	0.44	0.27	44.73	0	16.41	18.97	14.96	15.29	15.54	0	0	28.8	0	0	0	0	43.27	41.67	28.91	34.18	29.1	18.01	28.49
chr7	51976518	51976617		0.36	0.36	0.05	0.31	0.63	0.3	0.18	0.27	16.33	24.95	12.31	43.59	27.52	24.28	59.14	0	0	0	0	25.01	0	0	36.29	56.76	78.65	32.39	25.69	36.51	58.34
chr7	51976618	51976717		0.24	0.24	0.19	0	0.28	0	0.19	0.17	94.35	40.75	28.63	31.63	24.4	34.76	87.83	0	53.13	0	15.64	66.42	0	0	50.45	30.73	44.78	20.58	33.67	60.31	67.14
chr7	51976718	51976817		0.29	0.52	0.3	0.06	0.21	0.24	0.36	0.29	103.89	78.92	23.65	42.36	21.76	21.27	52.51	0	3.85	48.0	20.24	45.73	0	30.74	28.13	37.94	62.77	63.83	32.59	39.93	77.39
chr7	51976818	51976917		0.3	0.48	0.35	0.38	0.56	0.3	0.56	0.42	47.44	43.24	29.81	46.14	25.69	8.33	9.0	0	0	35.84	0	11.24	14.56	12.18	16.49	82.51	30.22	53.61	13.49	33.76	24.01
chr7	51976918	51977017		0.71	1.04	1.07	0.57	1.05	0.36	0.64	0.84	42.51	21.29	50.57	38.37	32.06	33.81	23.84	20.4	0	11.52	0	27.88	26.88	0	9.62	111.33	11.24	39.1	21.14	39.38	29.87
chr7	51977018	51977117		1.47	0.84	0.2	0.81	1.19	0	0.95	0.73	1.68	21.21	60.2	51.18	51.61	39.67	45.28	71.4	0	48.0	0	0	0	0	11.67	133.43	37.36	63.15	25.61	42.26	53.34
chr7	51977118	51977217		0.89	0.84	0.93	0.94	0.35	0.54	0.51	0.68	12.6	8.44	51.69	33.3	65.7	30.74	37.55	34.0	26.18	19.84	27.6	0	0	0	32.25	90.67	57.09	32.25	23.66	20.36	31.44
chr7	51977218	51977317		0.24	0.2	0.05	0.06	0.14	0	0.18	0.12	27.18	58.14	36.85	33.45	14.0	7.17	18.6	0	30.8	27.52	8.28	3.69	13.44	0	48.78	46.36	34.86	19.98	20.38	2.97	13.9
chr7	51977318	51977417		0.24	0.28	0.2	0.5	0.07	0	0.24	0.24	37.76	52.46	31.76	16.19	41.22	35.01	10.16	0	0	0	0	45.51	70.39	0	31.18	41.11	26.45	35.03	41.43	13.07	20.37
chr7	51977418	51977517		0.29	0.2	0.25	0.37	0.14	0	0.06	0.19	94.92	40.14	41.7	22.35	15.6	35.16	9.97	0	0	0	0	18.45	0	0	19.09	42.75	40.57	13.08	35.97	35.97	27.78
chr7	51977518	51977617		0.65	0.68	0.39	0.5	0.35	0.84	0.31	0.43	128.78	30.36	27.11	14.7	1.76	30.75	21.08	0	0	0	28.06	49.61	0	0	0	29.3	63.57	49.36	37.74	43.4	7.78
chr7	51977618	51977717		0.53	0.56	0.15	0.7	0.49	0	0.18	0.39	15.76	36.99	35.1	42.43	63.01	16.93	38.47	0	57.75	0	7.82	81.59	0	0	12.0	26.65	12.23	53.98	31.4	33.64	45.1
chr7	51977718	51977817		0.48	0.6	0.1	0.24	0.14	0.66	0.31	0.3	30.76	12.19	46.28	30.75	20.73	32.84	50.66	0	0	0	36.34	25.42	0	22.04	25.08	25.6	26.75	42.6	67.1	26.46	74.04
chr7	51977818	51977917		0.48	0.2	0.3	0.06	0.14	0.48	0.12	0.16	13.02	11.47	31.74	35.56	32.55	29.41	26.43	0	0	0	15.64	64.78	0	64.38	22.73	68.16	78.44	19.86	89.83	28.87	49.34
chr7	51977918	51978017		1.07	0.28	0.25	0.56	0.42	0.54	0.31	0.32	0	75.08	27.33	24.34	32.57	40.58	37.42	0	0	0	46.63	61.09	0	0	16.32	77.68	13.81	59.1	47.4	38.56	12.61
chr7	51978018	51978117		0.41	0.28	0.5	0.32	0.49	0.24	0.76	0.41	11.52	68.32	36.37	26.66	70.11	77.82	47.58	56.75	0	0	82.49	35.67	0	13.92	31.34	30.37	32.35	74.89	47.9	29.58	80.22
chr7	51978118	51978217		0.77	0.36	0.29	0.43	0.35	0.24	0.24	0.32	42.62	98.5	47.13	23.21	57.44	32.07	22.61	132.06	0	48.0	40.94	31.16	70.98	29.0	66.52	87.83	87.44	84.99	57.26	30.5	53.47
chr7	51978218	51978317		0.36	0.68	0.15	0.13	0.42	0.3	0.18	0.31	37.55	53.11	66.7	26.65	39.43	31.6	24.72	0	0	0	40.02	0	54.08	0	18.84	79.99	49.21	36.04	69.75	50.49	38.21
chr7	51978318	51978417		0.12	0.12	0.05	0.25	0.14	0.12	0.06	0.11	8.59	33.12	30.44	30.36	22.0	21.25	14.31	0	0	0	30.36	0	0	0	1.85	21.61	7.54	5.58	29.39	17.84	15.74
chr7	51978418	51978517		0.24	0.24	0	0.06	0	0	0	0.07	24.79	5.49	19.63	18.43	6.8	13.64	20.28	0	0	0	32.66	0	0	0	3.15	0	5.53	5.94	0	4.86	3.64
chr7	51978518	51978617		0	0	0.05	0.32	0.14	0	0.06	0.09	30.66	45.78	11.53	12.39	16.08	5.13	23.92	0	42.35	48.0	0	0	0	0	7.52	1.64	7.35	0	2.56	0	11.31
chr7	51978618	51978717		0.71	0.44	0	0	0.35	0.36	0.38	0.22	38.2	44.83	27.54	17.22	37.33	32.0	26.47	0	72.38	0	67.1	56.17	0	0	24.8	19.15	20.58	22.82	12.52	1.98	53.09
chr7	51978718	51978817		1.19	0.4	0.63	0.38	0.42	0.36	0.37	0.42	21.07	37.87	18.69	40.33	54.2	15.64	41.7	0	0	39.04	100.14	40.18	24.08	59.74	84.11	55.14	43.01	123.38	52.85	10.59	36.92
chr7	51978818	51978917		0.6	0.32	0.97	0.32	0.07	0.36	0.37	0.41	4.41	21.28	89.66	11.6	40.39	41.84	36.53	49.3	57.75	56.32	50.31	0.82	17.36	73.66	38.94	54.31	103.57	103.82	88.99	68.67	31.84
chr7	51978918	51979017		0.48	0.28	0.29	0.49	0.31	0.12	0.25	0.3	37.33	77.98	92.85	28.56	60.68	40.63	83.78	22.95	0	0	30.36	129.17	42.0	38.86	30.01	64.07	85.74	60.99	108.78	82.38	115.66
chr7	51979018	51979117		0.89	0.2	0.2	0.31	0.24	0.06	0.56	0.27	11.16	72.79	41.91	20.74	39.63	48.94	46.5	53.55	0	16.0	5.52	94.77	42.0	17.98	43.92	49.55	40.53	77.19	78.05	52.8	82.79
chr7	51979118	51979217		0.53	0.48	0.34	0.62	0.35	0.3	0.19	0.37	10.74	38.01	30.11	14.14	68.68	47.01	17.73	0.85	79.47	31.36	0	0	0	34.8	53.27	49.13	54.8	69.75	54.54	48.64	77.57
chr7	51979218	51979317		0.66	0.2	0.29	0.56	0.35	0.66	0.44	0.32	4.44	35.1	33.24	13.61	48.84	29.93	51.19	62.05	130.75	81.63	30.82	6.15	42.0	33.06	70.83	64.56	100.65	109.75	47.6	56.31	69.19
chr7	51979318	51979417		0.77	0.4	0.05	0.38	0.42	0.12	0.44	0.31	11.52	24.01	53.04	39.48	46.87	51.41	64.44	0	19.25	47.36	5.06	25.83	47.91	0	84.86	68.24	66.74	63.45	46.03	37.75	56.33
chr7	51979418	51979517		1.93	0.36	0.44	0.51	0.63	0.06	0.5	0.45	5.4	5.33	70.88	15.16	70.27	44.05	48.51	31.45	33.88	14.08	0.92	14.76	35.48	0	14.08	73.23	95.23	110.38	55.23	67.31	99.18
chr7	51979518	51979617		2.01	0.48	0.54	0.06	0.84	0.06	0.88	0.51	0	33.64	104.94	17.8	75.47	103.24	19.42	31.45	23.1	65.76	43.24	28.7	0	0	35.32	87.26	78.52	44.72	40.82	90.14	133.69
chr7	51979618	51979717		0.76	0.28	0	0.31	0.42	0	0.51	0.26	75.44	33.28	78.8	32.96	79.39	83.81	44.03	0	0	59.72	27.6	20.5	0	0	35.34	74.61	45.86	67.52	38.33	100.8	61.2
chr7	51979718	51979817		0.24	0.16	0.24	0.38	0.42	0	0.25	0.25	29.16	47.35	14.18	26.44	17.05	27.1	13.1	0	0	17.28	0	0	0	0	12.91	37.15	51.39	10.32	15.52	33.94	31.19
chr7	51979818	51979917		0.42	0.08	0.15	0.06	0.21	0.78	0.38	0.15	37.25	23.32	17.96	38.87	6.88	20.05	15.87	0	0	0	0	0	34.16	0	29.36	40.14	0.21	42.03	22.91	33.87	17.21
chr7	51979918	51980017		0.12	0.32	0.1	0.63	0.42	0.72	0.69	0.38	8.58	5.26	13.49	25.69	28.48	20.72	46.67	0	0	0	0	0	18.48	0	52.93	38.47	20.42	63.75	29.25	80.15	24.84
chr7	51980018	51980117		1.07	0.32	1.15	0.37	0.28	1.14	0.24	0.48	29.34	37.33	19.29	29.42	24.56	12.9	11.38	0	40.81	0	0	14.35	36.4	6.38	63.72	27.08	123.52	81.33	52.78	83.96	55.16
chr7	51980118	51980217		0.94	0.36	0.67	0.26	0.35	0.54	0.63	0.43	18.64	38.56	13.29	26.96	29.32	47.04	26.73	21.25	16.17	0	108.11	50.02	35.28	36.54	107.43	136.99	125.0	69.45	111.48	101.78	94.87
chr7	51980218	51980317		0.36	0.32	0.34	0.31	0.98	0.36	0.56	0.44	20.9	18.31	41.48	32.99	67.52	65.43	46.0	41.65	0	17.28	91.82	0	0	0	32.52	59.63	56.26	40.25	69.74	84.29	63.07
chr7	51980318	51980417		0.59	0.3	0.05	0.06	0.21	0	0.18	0.16	15.59	38.65	33.38	19.69	19.28	30.51	29.84	0	0	30.08	17.02	0	42.0	0	9.25	28.92	12.23	27.84	31.94	54.26	32.71
chr7	51980418	51980517		0.12	0.32	0	0.12	0	0.06	0	0.1	40.67	50.43	24.29	1.47	29.04	22.72	31.94	0	0	0	36.34	0	0	0	0.85	3.24	22.13	6.18	20.45	23.31	0.25
chr7	51980518	51980617		0	0.3	0	0.19	0	0.09	0.24	0.15	0	19.36	7.69	15.92	18.64	18.38	16.45	0	0	0	0	7.38	0	0	12.31	17.32	11.53	25.8	10.35	18.08	18.22
chr7	51980618	51980717		0.36	0.16	0.05	0	0	0.06	0.06	0.06	7.44	37.85	12.01	19.6	22.8	16.85	14.24	0	0	0	0	65.81	0	0	2.9	23.06	16.63	20.79	10.39	4.86	41.76
chr7	51980718	51980817		0.42	0.32	0.05	0.32	0.21	0.18	0.13	0.19	21.98	31.48	41.22	42.99	25.12	13.09	41.24	0	0	0	13.34	39.54	0	0	14.36	29.06	39.7	19.9	28.53	41.24	44.76
chr7	51980818	51980917		0.77	0.28	0.19	0.44	0.14	0.36	0	0.2	13.66	31.64	32.32	31.19	23.44	4.34	69.55	7.65	0	88.71	65.28	25.42	0	23.2	13.14	65.22	57.99	84.99	54.59	31.68	44.43
chr7	51980918	51981017		0.18	0.24	0.2	0.25	0.21	0.72	0.12	0.19	15.59	41.31	38.64	17.5	29.44	33.44	28.15	55.25	0	7.04	29.51	60.68	0	19.72	20.9	33.2	55.8	71.49	36.64	28.54	57.83
chr7	51981018	51981117		0.24	0.16	0.14	0.06	0.28	0.9	0.26	0.16	22.3	27.18	34.94	11.13	42.13	26.58	50.83	19.55	0	26.24	36.34	9.84	0	0	28.89	71.63	12.29	22.05	55.06	63.23	25.02
chr7	51981118	51981217		0.3	0.56	0.05	0.18	0	0.12	0.18	0.22	6.84	6.73	20.69	10.43	28.22	0.28	23.25	43.35	0	21.12	0	32.39	0	0	8.11	23.21	0	5.22	11.27	9.17	5.04
chr7	51981218	51981317		0.06	0.12	0	0	0.07	0	0.18	0.07	47.97	1.28	12.57	0	20.8	8.33	11.87	0	0	0	21.16	0	18.48	0	9.29	30.1	11.7	16.02	0	18.93	8.76
chr7	51981318	51981417		0.14	0.08	0	0	0.14	0	0.06	0.05	16.2	34.09	14.9	8.96	11.44	11.45	8.93	0	0	13.6	14.72	30.75	49.84	0	3.4	36.79	32.64	21.36	2.5	37.44	7.3
chr7	51981418	51981517		0.06	0.08	0.19	0	0	0.6	0.31	0.11	69.47	3.48	11.82	5.04	0	11.69	39.61	0	0	76.75	33.58	1.23	14.56	0	14.24	31.67	26.67	35.95	12.86	13.06	3.9
chr7	51981518	51981617		0.06	0.08	0.19	0	0	0	0.12	0.08	58.68	0.52	9.9	8.19	4.08	16.14	21.17	0	0	4.48	2.3	0	0	0	13.69	38.47	9.44	17.52	14.42	0.72	0.9
chr7	51981618	51981717		1.06	0.24	0.15	0.63	0.21	0.36	0.75	0.35	20.09	9.21	26.85	5.81	3.92	10.45	13.77	0	0	14.74	0.46	0	0	0	26.49	105.62	38.51	8.34	36.48	17.29	13.77
chr7	51981718	51981817		0.95	0.36	0.2	0.25	0.56	0.18	0.44	0.32	5.94	17.71	44.78	26.5	24.24	20.75	62.45	58.65	27.72	80.53	48.36	42.64	0	0	20.94	93.71	81.02	25.95	38.84	71.34	61.53
chr7	51981818	51981917		1.13	0.44	0.25	0.06	0.28	0.12	0.69	0.32	67.02	24.26	25.47	41.03	31.87	30.95	37.06	4.25	87.25	0	44.62	140.22	0	18.56	47.26	25.66	91.66	47.65	36.91	33.61	29.57
chr7	51981918	51982017		0.42	0.6	0.59	0.06	0.76	1.02	0.25	0.43	57.42	80.71	22.28	36.12	48.87	29.25	83.02	0	44.66	0	14.26	16.81	2.24	24.36	123.34	28.21	97.0	59.02	56.72	38.5	78.5
chr7	51982018	51982117		0.12	0.08	0	0.18	0.28	0.3	0.25	0.13	10.68	16.78	40.32	24.52	22.64	96.19	69.11	0	14.63	0	24.84	42.23	123.95	43.5	86.31	57.46	64.21	26.16	83.5	81.5	153.26
chr7	51982118	51982217		0.54	0.24	0.45	0.13	0.21	0.18	0.31	0.25	21.96	25.75	15.37	20.59	26.88	62.43	38.15	0	54.67	42.24	11.04	59.45	14.0	0	50.8	80.15	53.9	11.52	63.11	30.85	73.43
chr7	51982218	51982317		0.59	0.16	0.14	0.88	0.21	0.18	0.06	0.25	34.79	5.85	50.85	33.5	30.0	12.13	18.65	0	0	73.3	29.44	19.27	27.44	0	50.14	39.42	44.34	58.43	56.12	10.35	35.18
chr7	51982318	51982417		0.78	0.24	0.49	0.24	0.28	0.18	0.19	0.28	112.26	20.63	52.08	17.87	45.09	30.4	21.32	0	0	75.1	6.44	5.74	0	0	115.21	23.37	27.03	49.44	42.57	36.18	30.8
chr7	51982418	51982517		0.95	0.16	0.96	0.31	0.42	0.36	1.24	0.56	231.5	55.26	82.04	25.05	25.65	47.08	48.3	0	0	0	0	56.58	54.89	29.58	62.17	23.1	28.88	40.96	55.96	64.58	39.41
chr7	51982518	51982617		0.54	0.08	0.85	0.25	0.56	0.12	0.88	0.47	152.07	18.1	38.91	47.75	46.63	28.19	35.23	0	0	38.4	7.36	66.01	34.72	48.72	49.03	59.8	37.3	83.07	41.03	46.29	62.29
chr7	51982618	51982717		0.83	0.12	0.2	0.25	0.62	0.48	0.49	0.29	38.7	11.54	22.46	45.44	41.53	6.49	36.45	0	0	57.08	28.52	9.84	35.28	7.54	54.37	49.48	49.04	87.05	41.87	32.79	25.56
chr7	51982718	51982817		0.12	0.24	0.34	0.06	0.28	0.3	0.26	0.22	40.62	13.5	41.45	38.23	43.81	20.31	34.06	0	0	0	0	22.14	0	28.42	46.08	11.06	6.42	78.93	52.71	21.34	34.8
chr7	51982818	51982917		0.06	0.32	0.1	0.51	0.07	0	0.06	0.2	18.47	37.37	28.56	33.01	55.45	8.4	29.96	0	0	0	34.5	32.39	112.19	14.5	51.53	18.68	36.18	81.57	66.85	66.66	34.9
chr7	51982918	51983017		0.36	0	0.05	0.19	0.14	0.06	0.06	0.07	55.69	51.59	20.13	44.67	56.8	3.36	7.14	0	0	0	37.72	6.15	14.0	0	65.57	7.72	108.26	35.46	25.59	40.61	12.33
